,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
307,S2,A1,5,C22,21,2,S2,A1,5,C22,21,2,404.0,37.0,0.0,0.0,10.0,0.0,4.0,0.0,54.0,26.0,0.0,27.0,0.0,0.0,122.0,389.0,44496.0,0.9628712871287128,6,1.5,382,1,0,0,3,3,138,50.0,37.5,42.0,5,1,0.2,4,404.0,52.0,0.0,0.0,1.0,0.0,171.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,500.0,392.0,46981.0,0.9702970297029704,5,1.3,384,3,2,3,0,0,129,0.0,0.0,4,1,0.25,3,40.0,0.0,133.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,2.2922671826905282e-07,0.0,0.0,6.0,0.8571428571428571,0,2,2,1.0,404,1.7606668925056076e-06,0,0.0074257425742574,0.0049504950495049,0.4,,,,,,,,,,,
308,S2,A1,5,C9,8,2,S2,A1,5,C9,8,2,188.0,59.0,0.0,0.0,12.0,0.0,0.0,1.0,25.0,5.0,0.0,0.0,0.0,0.0,2.0,171.0,19657.0,0.9095744680851064,0,0.0,171,0,0,0,0,0,0,,,,0,0,0.0,0,188.0,56.0,0.0,0.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,212.0,173.0,20982.0,0.9202127659574468,3,1.7,170,0,0,3,0,0,54,0.0,0.0,0,0,0.0,0,0.0,,,,,,,,,,,0.0,0.0,,,0,0,0,,188,8.193202371065698e-07,0,,0.0,0.0,,,,,,,,,,,
309,S2,A1,5,D10,9,3,S2,A1,5,D10,9,3,364.0,44.0,0.0,0.0,3.0,1.0,24.0,29.0,50.0,16.0,0.0,17.0,0.0,5.0,278.0,340.0,39698.0,0.934065934065934,0,0.0,340,0,0,0,0,0,0,,,,0,0,0.0,0,364.0,39.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,948.0,340.0,42176.0,0.934065934065934,0,0.0,340,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,364,1.586343437802082e-06,0,,0.0,0.0,,,,,,,,,,,
310,S2,A1,5,D21,20,3,S2,A1,5,D21,20,3,309.0,64.0,0.0,0.0,1.0,22.0,5.0,7.0,24.0,27.0,4.0,5.0,0.0,0.0,76.0,263.0,30532.0,0.8511326860841424,56,21.3,205,2,0,0,32,24,1084,85.7,40.6,50.5,56,50,0.892857,6,309.0,56.0,1.0,0.0,0.0,2.0,59.0,0.0,16.0,0.0,5.0,3.0,0.0,0.0,372.0,272.0,33402.0,0.8802588996763754,19,7.0,236,17,18,1,0,0,562,1.0,4.3,18,15,0.833333,3,75.0,8.0,148.0,0.054054054054054,7.0,9.0,0.7777777777777778,0.0,8.0,0.0,3.398121318748897e-07,0.0,0.0,8.0,0.8888888888888888,22,22,23,0.9565217391304348,309,1.3466486875847346e-06,1,0.0129449838187702,0.0711974110032362,3.142857142857143,,,,,18.0,4.0,22.0,,,22.0,Safe
311,S2,A1,5,D22,21,3,S2,A1,5,D22,21,3,441.0,60.0,0.0,0.0,33.0,0.0,1.0,43.0,37.0,43.0,21.0,30.0,0.0,20.0,563.0,403.0,45182.0,0.9138321995464852,3,0.7,388,12,0,0,2,1,75,100.0,25.0,23.6,2,0,0.0,2,441.0,71.0,1.0,0.0,2.0,3.0,90.0,0.0,22.0,0.0,39.0,8.0,0.0,0.0,719.0,404.0,49523.0,0.9160997732426304,2,0.5,402,0,1,1,0,0,64,0.0,4.2,2,0,0.0,2,50.0,4.0,115.0,0.0347826086956521,4.0,5.0,0.8,0.0,12.0,0.0,1.721031271349119e-07,0.0,0.0,4.0,1.0,1,2,5,0.4,441,1.921916088106369e-06,1,0.0045351473922902,0.0045351473922902,0.6666666666666666,,,,,,,,,,,
312,S2,A1,5,D9,8,3,S2,A1,5,D9,8,3,429.0,76.0,0.0,0.0,4.0,0.0,0.0,16.0,42.0,24.0,0.0,10.0,0.0,22.0,156.0,409.0,47146.0,0.9533799533799534,42,10.3,367,0,0,0,36,6,1248,0.0,29.4,12.0,42,39,0.928571,3,429.0,108.0,0.0,0.0,0.0,15.0,40.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,205.0,420.0,51191.0,0.9790209790209792,6,1.4,414,0,0,6,0,0,132,100.0,100.0,6,5,0.833333,1,,0.0,52.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,4.064563215313875e-08,0.0,0.0,2.0,0.5,6,6,6,1.0,429,1.8696190516953112e-06,1,0.0023310023310023,0.0139860139860139,1.5,,,,,,,,,,,
313,S2,A1,5,E10,9,4,S2,A1,5,E10,9,4,583.0,81.0,0.0,0.0,3.0,5.0,67.0,0.0,73.0,28.0,3.0,15.0,0.0,17.0,159.0,557.0,65144.0,0.9554030874785592,89,16.0,456,12,0,0,39,50,2035,84.5,5.6,6.7,54,46,0.851852,8,583.0,67.0,11.0,0.0,2.0,8.0,163.0,0.0,2.0,12.0,1.0,3.0,0.0,1.0,634.0,575.0,71290.0,0.986277873070326,48,8.3,481,46,10,38,0,0,1458,9.3,7.7,47,42,0.893617,5,,0.0,213.0,0.0,4.0,7.0,0.5714285714285714,0.0,15.0,0.0,2.6804146609096904e-07,0.0,0.0,10.0,0.7692307692307693,5,5,7,0.7142857142857143,583,2.540764352303884e-06,1,0.0085763293310463,0.0085763293310463,0.5555555555555556,,,,,,,,,,,
314,S2,A1,5,E21,20,4,S2,A1,5,E21,20,4,295.0,47.0,1.0,0.0,21.0,0.0,0.0,2.0,45.0,7.0,0.0,1.0,0.0,0.0,134.0,284.0,33331.0,0.9627118644067796,1,0.4,282,1,0,0,0,1,21,100.0,100.0,100.0,1,0,0.0,1,295.0,69.0,0.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,916.0,283.0,33341.0,0.9593220338983052,3,1.1,279,1,0,3,0,0,47,62.5,23.1,1,0,0.0,1,100.0,,,,,,,,,,,0.0,0.0,,,1,1,1,1.0,295,1.2856354784385009e-06,1,,0.0033898305084745,0.5,,,,,,,,,,,
315,S2,A1,5,E22,21,4,S2,A1,5,E22,21,4,1320.0,167.0,1.0,0.0,41.0,1.0,9.0,95.0,53.0,54.0,17.0,2.0,0.0,35.0,346.0,1189.0,142285.0,0.9007575757575758,562,47.3,539,88,0,0,355,207,12301,63.7,21.1,19.2,501,465,0.928144,36,1320.0,212.0,44.0,0.0,2.0,3.0,155.0,2.0,0.0,0.0,22.0,3.0,0.0,1.0,415.0,1189.0,150700.0,0.9007575757575758,596,50.1,571,22,374,222,0,0,14544,12.9,13.3,569,540,0.949033,29,81.3,33.0,1106.0,0.0298372513562386,19.0,28.0,0.6785714285714286,0.0,66.0,0.0,1.803787243120373e-06,0.0,0.0,49.0,0.7538461538461538,113,116,117,0.9914529914529916,1320,5.752674005216342e-06,11,0.018560606060606,0.0878787878787878,3.135135135135135,,,6.0,2.0,22.0,5.0,35.0,,8.0,27.0,Safe
316,S2,A1,5,E9,8,4,S2,A1,5,E9,8,4,234.0,34.0,1.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,229.0,26685.0,0.9786324786324786,0,0.0,229,0,0,0,0,0,0,,,,0,0,0.0,0,234.0,41.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,816.0,222.0,27574.0,0.9487179487179488,0,0.0,222,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,234,1.0197922100156242e-06,0,,0.0,0.0,,,,,,,,,,,
317,S2,A1,5,F10,9,5,S2,A1,5,F10,9,5,1871.0,150.0,0.0,0.0,48.0,0.0,65.0,51.0,193.0,56.0,60.0,158.0,0.0,62.0,518.0,1685.0,197077.0,0.9005879208979155,860,51.0,740,85,0,0,412,448,19682,71.3,1.9,4.2,773,711,0.919793,62,1871.0,143.0,13.0,0.0,2.0,6.0,257.0,4.0,99.0,0.0,37.0,71.0,0.0,31.0,4123.0,1731.0,217272.0,0.9251737039016568,904,52.2,722,105,450,454,0,0,23853,5.0,6.2,771,721,0.935149,50,79.8,11.0,2408.0,0.0045681063122923,87.0,115.0,0.7565217391304347,1.0,176.0,0.0056818181818181,3.122390138466794e-06,0.0,0.0,103.0,0.9196428571428572,30,41,43,0.9534883720930232,1871,8.153979593757405e-06,2,0.027525387493319,0.0219134152859433,0.6507936507936508,,,,,,,,,,,
318,S2,A1,5,F21,20,5,S2,A1,5,F21,20,5,295.0,46.0,2.0,0.0,0.0,22.0,0.0,1.0,19.0,34.0,1.0,37.0,0.0,0.0,150.0,264.0,29629.0,0.8949152542372881,2,0.8,262,0,0,0,1,1,36,,88.9,40.7,2,0,0.0,2,295.0,51.0,5.0,0.0,1.0,0.0,68.0,0.0,15.0,0.0,0.0,43.0,0.0,0.0,474.0,278.0,33988.0,0.9423728813559322,0,0.0,278,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,13.0,0.0,,,,,,,4.5039754548072674e-08,0.0,0.0,1.0,0.5,0,1,1,1.0,295,1.2856354784385009e-06,0,0.0016949152542372,0.0033898305084745,0.3333333333333333,11.0,,,,,,11.0,11.0,,,Dnmt3a
319,S2,A1,5,F22,21,5,S2,A1,5,F22,21,5,320.0,74.0,0.0,0.0,0.0,0.0,2.0,16.0,82.0,0.0,7.0,0.0,0.0,15.0,729.0,281.0,31802.0,0.878125,108,38.4,172,1,0,0,44,64,2939,84.0,2.9,4.2,101,93,0.920792,8,320.0,91.0,1.0,0.0,2.0,0.0,79.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,956.0,284.0,34196.0,0.8875,47,16.5,237,0,7,40,0,0,844,23.5,30.2,46,38,0.826087,8,67.8,4.0,239.0,0.0167364016736401,13.0,18.0,0.7222222222222222,0.0,15.0,0.0,4.86282878372687e-07,0.0,0.0,11.0,0.6875,5,5,6,0.8333333333333334,320,1.394587637628204e-06,3,0.0171875,0.015625,0.5555555555555556,,,,,,,,,,,
320,S2,A1,5,F9,8,5,S2,A1,5,F9,8,5,238.0,52.0,0.0,0.0,5.0,0.0,1.0,41.0,6.0,14.0,0.0,0.0,0.0,0.0,66.0,236.0,26669.0,0.9915966386554622,0,0.0,236,0,0,0,0,0,0,,,,0,0,0.0,0,238.0,49.0,6.0,0.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,238.0,28799.0,1.0,0,0.0,238,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,238,1.0372245554859767e-06,0,,0.0,0.0,,,,,,,,,,,
321,S2,A1,5,G10,9,6,S2,A1,5,G10,9,6,455.0,53.0,0.0,0.0,46.0,0.0,66.0,69.0,101.0,0.0,0.0,17.0,0.0,0.0,98.0,430.0,50419.0,0.945054945054945,47,10.9,383,0,0,0,5,42,861,100.0,0.0,10.3,47,42,0.893617,5,455.0,57.0,12.0,0.0,0.0,0.0,74.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,587.0,443.0,56058.0,0.9736263736263736,40,9.0,403,0,5,35,0,0,699,28.6,6.0,39,36,0.923077,3,,6.0,179.0,0.0335195530726257,9.0,9.0,1.0,0.0,5.0,0.0,2.343531943964757e-07,0.0,18.0,8.0,1.0,0,0,0,,455,1.9829292972526026e-06,0,0.0087912087912087,0.0,0.0,,,,,,,,,,,
322,S2,A1,5,G21,20,6,S2,A1,5,G21,20,6,456.0,61.0,0.0,0.0,3.0,0.0,8.0,10.0,57.0,50.0,0.0,5.0,0.0,66.0,108.0,437.0,51405.0,0.9583333333333334,189,43.2,244,4,0,0,111,78,4582,13.8,0.0,1.1,168,153,0.910714,15,456.0,78.0,0.0,0.0,1.0,5.0,15.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,761.0,434.0,54947.0,0.9517543859649122,148,34.1,286,0,105,43,0,0,4038,4.4,3.5,101,93,0.920792,8,29.2,8.0,580.0,0.0137931034482758,23.0,96.0,0.2395833333333333,1.0,98.0,0.010204081632653,7.048904675206495e-07,0.0,35.0,23.0,1.0,0,0,0,,456,1.987287383620191e-06,0,0.025219298245614,0.0,0.0,,,,,,,,,,,
323,S2,A1,5,G22,21,6,S2,A1,5,G22,21,6,498.0,49.0,0.0,0.0,2.0,0.0,38.0,15.0,51.0,0.0,0.0,5.0,0.0,17.0,253.0,491.0,57845.0,0.9859437751004017,95,19.3,393,3,0,0,58,37,2405,25.7,6.7,3.8,86,73,0.848837,13,498.0,63.0,2.0,0.0,0.0,32.0,117.0,0.0,4.0,0.0,20.0,1.0,0.0,0.0,1635.0,485.0,60331.0,0.9738955823293172,39,8.0,445,1,10,29,0,0,797,15.4,13.4,27,21,0.777778,6,96.4,11.0,364.0,0.0302197802197802,6.0,14.0,0.4285714285714285,0.0,31.0,0.0,4.61749028334306e-07,0.0,0.0,16.0,0.8421052631578947,4,4,5,0.8,498,2.1703270110588925e-06,2,0.0160642570281124,0.0080321285140562,0.2857142857142857,,,,,,,,,,,
324,S2,A1,5,G9,8,6,S2,A1,5,G9,8,6,357.0,27.0,0.0,0.0,13.0,0.0,5.0,11.0,63.0,9.0,5.0,3.0,0.0,0.0,75.0,348.0,41533.0,0.9747899159663864,2,0.6,346,0,0,0,2,0,28,100.0,100.0,100.0,2,1,0.5,1,357.0,31.0,11.0,0.0,0.0,0.0,18.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0,16.0,357.0,45093.0,1.0,2,0.6,355,0,2,0,0,0,28,100.0,100.0,0,0,0.0,0,100.0,,,,,,,,,,,0.0,0.0,,,2,2,2,1.0,357,1.5558368332289652e-06,1,,0.0056022408963585,1.0,,,,,,,,,,,
325,S2,A1,5,H10,9,7,S2,A1,5,H10,9,7,279.0,47.0,0.0,0.0,2.0,0.0,0.0,11.0,72.0,0.0,0.0,20.0,0.0,12.0,215.0,260.0,29088.0,0.931899641577061,29,11.2,231,0,0,0,12,17,801,93.0,2.7,10.3,20,17,0.85,3,279.0,60.0,0.0,0.0,1.0,12.0,30.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,105.0,273.0,33070.0,0.978494623655914,12,4.4,261,0,12,0,0,0,384,0.9,0.0,12,11,0.916667,1,100.0,1.0,66.0,0.0151515151515151,31.0,32.0,0.96875,0.0,3.0,0.0,1.526957532239537e-07,0.0,35.0,4.0,1.0,5,5,5,1.0,279,1.2159060965570904e-06,1,0.007168458781362,0.017921146953405,1.25,,,,,,,,,,,
326,S2,A1,5,H21,20,7,S2,A1,5,H21,20,7,627.0,67.0,1.0,0.0,0.0,0.0,1.0,6.0,68.0,84.0,2.0,11.0,0.0,2.0,116.0,592.0,70916.0,0.9441786283891548,263,44.4,315,14,0,0,97,166,6230,87.0,22.2,14.5,209,191,0.913876,18,627.0,70.0,11.0,0.0,1.0,5.0,90.0,8.0,14.0,2.0,10.0,2.0,0.0,0.0,554.0,604.0,76661.0,0.963317384370016,246,40.7,358,0,69,177,0,0,6926,21.6,17.0,212,199,0.938679,13,77.4,8.0,601.0,0.0133111480865224,14.0,23.0,0.6086956521739131,0.0,53.0,0.0,9.040906827576538e-07,0.0,0.0,24.0,0.7741935483870968,40,40,40,1.0,627,2.7325201524777625e-06,4,0.0191387559808612,0.0637958532695374,2.1052631578947367,,,1.0,1.0,,,2.0,,2.0,,Foxg1
327,S2,A1,5,H22,21,7,S2,A1,5,H22,21,7,532.0,55.0,0.0,0.0,0.0,74.0,5.0,0.0,35.0,0.0,1.0,16.0,0.0,15.0,237.0,517.0,60501.0,0.9718045112781954,73,14.1,440,4,0,0,24,49,2213,23.7,0.0,1.6,53,42,0.792453,11,532.0,76.0,2.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,937.0,516.0,63541.0,0.9699248120300752,60,11.6,450,6,26,34,0,0,1921,0.0,1.2,53,47,0.886792,6,21.4,10.0,432.0,0.0231481481481481,17.0,58.0,0.293103448275862,0.0,34.0,0.0,5.840521016599667e-07,0.0,0.0,17.0,1.0,0,0,0,,532,2.3185019475568893e-06,0,0.0159774436090225,0.0,0.0,,,,,,,,,,,
328,S2,A1,5,H9,8,7,S2,A1,5,H9,8,7,309.0,83.0,0.0,0.0,4.0,0.0,25.0,0.0,42.0,1.0,0.0,1.0,0.0,8.0,167.0,265.0,30871.0,0.8576051779935275,15,5.7,230,20,0,0,15,0,270,100.0,100.0,100.0,0,0,0.0,0,309.0,80.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,712.0,265.0,33028.0,0.8576051779935275,17,6.4,247,1,16,1,0,0,521,95.2,93.9,12,10,0.833333,2,100.0,1.0,22.0,0.0454545454545454,,,,0.0,1.0,0.0,4.7969169478028624e-08,0.0,0.0,1.0,0.5,15,15,15,1.0,309,1.3466486875847346e-06,1,0.0016181229773462,0.0485436893203883,15.0,,,,,,,,,,,
329,S2,A1,5,I10,9,8,S2,A1,5,I10,9,8,173.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,0.0,3.0,72.0,164.0,18824.0,0.9479768786127168,0,0.0,164,0,0,0,0,0,0,,,,0,0,0.0,0,173.0,41.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,152.0,162.0,19597.0,0.9364161849710982,0,0.0,162,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,173,7.539489415927478e-07,0,,0.0,0.0,,,,,,,,,,,
330,S2,A1,5,I21,20,8,S2,A1,5,I21,20,8,885.0,70.0,6.0,0.0,16.0,0.0,44.0,5.0,35.0,49.0,16.0,3.0,0.0,41.0,1106.0,852.0,101792.0,0.9627118644067796,162,19.0,683,7,0,0,49,113,3852,89.5,3.4,3.9,133,120,0.902256,13,885.0,80.0,7.0,0.0,1.0,28.0,96.0,0.0,55.0,0.0,0.0,16.0,0.0,1.0,953.0,861.0,108849.0,0.9728813559322034,100,11.6,756,5,21,79,0,0,2317,0.6,2.6,36,30,0.833333,6,100.0,10.0,401.0,0.0249376558603491,27.0,32.0,0.84375,0.0,19.0,0.0,6.22866849481883e-07,0.0833333333333333,12.0,18.0,0.9473684210526316,0,0,0,,885,3.856906435315502e-06,0,0.0101694915254237,0.0,0.0,,,,,,,,,,,
331,S2,A1,5,I22,21,8,S2,A1,5,I22,21,8,431.0,85.0,0.0,0.0,0.0,0.0,17.0,47.0,39.0,39.0,4.0,2.0,0.0,27.0,1010.0,397.0,45819.0,0.9211136890951276,71,17.9,324,2,0,0,43,28,1507,87.5,7.6,10.9,68,57,0.838235,11,431.0,84.0,10.0,0.0,1.0,2.0,44.0,0.0,10.0,0.0,30.0,4.0,0.0,1.0,1219.0,395.0,47959.0,0.9164733178654292,59,14.9,335,1,40,19,0,0,1225,0.8,9.8,56,51,0.910714,5,100.0,16.0,380.0,0.0421052631578947,5.0,5.0,1.0,0.0,25.0,0.0,6.122477203607928e-07,0.0,0.0,16.0,1.0,1,1,1,1.0,431,1.8783352244304875e-06,1,0.0185614849187935,0.0023201856148491,0.0833333333333333,,,,,,,,,,,
332,S2,A1,5,I9,8,8,S2,A1,5,I9,8,8,333.0,56.0,0.0,0.0,43.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,0.0,1.0,238.0,321.0,36914.0,0.963963963963964,69,21.5,252,0,0,0,26,43,978,,1.2,7.3,44,41,0.931818,3,333.0,52.0,0.0,0.0,2.0,0.0,17.0,0.0,17.0,6.0,6.0,0.0,0.0,0.0,543.0,325.0,39245.0,0.975975975975976,59,18.2,265,1,14,45,0,0,1297,15.6,6.4,46,43,0.934783,3,100.0,5.0,72.0,0.0694444444444444,1.0,1.0,1.0,,,,1.570898756188876e-07,0.0,0.0,5.0,0.8333333333333334,1,1,2,0.5,333,1.45124276040685e-06,1,0.0075075075075075,0.003003003003003,0.25,,,,,,,,,,,
333,S2,A1,5,J10,9,9,S2,A1,5,J10,9,9,518.0,92.0,0.0,0.0,26.0,0.0,6.0,18.0,89.0,39.0,0.0,13.0,0.0,0.0,216.0,498.0,57499.0,0.9613899613899614,104,20.9,392,2,0,0,59,45,2441,87.3,0.2,3.7,85,81,0.952941,4,518.0,119.0,27.0,0.0,0.0,17.0,31.0,0.0,23.0,0.0,63.0,0.0,0.0,0.0,522.0,445.0,55140.0,0.859073359073359,100,22.5,343,2,62,38,0,0,2975,6.0,1.4,97,92,0.948454,5,99.7,6.0,202.0,0.0297029702970297,23.0,24.0,0.9583333333333334,0.0,9.0,0.0,3.5702244458838093e-07,0.0,22.0,9.0,1.0,0,0,0,,518,2.257488738410655e-06,0,0.0086872586872586,0.0,0.0,,,,,,,,,,,
334,S2,A1,5,J21,20,9,S2,A1,5,J21,20,9,421.0,56.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,12.0,1.0,14.0,0.0,8.0,146.0,400.0,47617.0,0.9501187648456056,120,30.0,279,1,0,0,10,110,2948,96.6,1.1,1.1,112,101,0.901786,11,421.0,73.0,4.0,0.0,0.0,2.0,28.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,1190.0,394.0,49572.0,0.9358669833729216,96,24.4,296,2,10,86,0,0,2494,5.7,1.6,91,86,0.945055,5,96.5,3.0,343.0,0.0087463556851311,22.0,25.0,0.88,0.0,12.0,0.0,5.287593948570483e-07,0.0285714285714285,35.0,15.0,0.9375,2,2,2,1.0,421,1.834754360754606e-06,2,0.0178147268408551,0.004750593824228,0.1666666666666666,,,,,,,,,,,
335,S2,A1,5,J22,21,9,S2,A1,5,J22,21,9,639.0,116.0,6.0,0.0,11.0,0.0,28.0,40.0,95.0,44.0,19.0,14.0,0.0,0.0,65.0,566.0,67031.0,0.8857589984350548,233,41.2,295,38,0,0,69,164,5622,93.8,4.8,8.4,197,180,0.913706,17,639.0,75.0,4.0,0.0,0.0,64.0,104.0,0.0,0.0,5.0,14.0,19.0,0.0,0.0,169.0,566.0,71559.0,0.8857589984350548,223,39.4,315,28,63,160,0,0,6132,4.5,2.9,203,192,0.945813,11,96.8,5.0,517.0,0.0096711798839458,18.0,18.0,1.0,0.0,36.0,0.0,8.224332415851319e-07,0.0,0.0,23.0,0.8214285714285714,8,13,26,0.5,639,2.78481718888882e-06,2,0.0179968701095461,0.0203442879499217,0.7222222222222222,,,,,33.0,11.0,44.0,,,44.0,Safe
336,S2,A1,5,J9,8,9,S2,A1,5,J9,8,9,466.0,101.0,0.0,0.0,5.0,0.0,0.0,8.0,30.0,41.0,0.0,34.0,0.0,39.0,233.0,395.0,44960.0,0.8476394849785408,0,0.0,395,0,0,0,0,0,0,,,,0,0,0.0,0,466.0,89.0,1.0,0.0,0.0,57.0,36.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,580.0,403.0,50053.0,0.8648068669527897,0,0.0,403,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,466,2.0308682472960723e-06,0,,0.0,0.0,,,,,,,,,,,
337,S2,A1,5,K10,9,10,S2,A1,5,K10,9,10,447.0,56.0,0.0,0.0,0.0,0.0,10.0,0.0,54.0,19.0,0.0,17.0,0.0,4.0,170.0,439.0,51137.0,0.9821029082774048,0,0.0,439,0,0,0,0,0,0,,,,0,0,0.0,0,447.0,70.0,9.0,0.0,0.0,0.0,82.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,113.0,442.0,54735.0,0.988814317673378,0,0.0,440,2,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,447,1.9480646063118976e-06,0,,0.0,0.0,,,,,,,,,,,
338,S2,A1,5,K21,20,10,S2,A1,5,K21,20,10,244.0,37.0,18.0,0.0,1.0,0.0,10.0,9.0,29.0,0.0,2.0,13.0,0.0,0.0,732.0,221.0,25426.0,0.9057377049180328,38,17.2,182,1,0,0,1,37,762,97.5,4.1,4.5,36,34,0.944444,2,244.0,31.0,1.0,0.0,0.0,0.0,39.0,3.0,1.0,0.0,13.0,2.0,0.0,0.0,542.0,229.0,27739.0,0.9385245901639344,32,14.0,197,0,2,30,0,0,919,2.7,8.6,1,0,0.0,1,100.0,0.0,18.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.5039754548072674e-08,0.0,0.0,1.0,0.3333333333333333,1,1,1,1.0,244,1.0633730736915055e-06,1,0.0020491803278688,0.0040983606557377,0.3333333333333333,13.0,,,,,,13.0,13.0,,,Dnmt3a
339,S2,A1,5,K22,21,10,S2,A1,5,K22,21,10,3831.0,253.0,32.0,0.0,151.0,0.0,96.0,299.0,575.0,113.0,10.0,87.0,0.0,82.0,2124.0,3728.0,441474.0,0.9731140694335684,2531,67.9,903,294,0,0,1386,1145,62129,69.3,4.8,4.6,2287,2074,0.906865,213,3831.0,303.0,151.0,0.0,18.0,44.0,545.0,2.0,130.0,1.0,98.0,1.0,0.0,2.0,1768.0,3744.0,474685.0,0.9772905246671888,2448,65.4,1083,213,1357,1091,0,0,66513,4.5,4.5,2101,1970,0.937649,131,68.5,172.0,8008.0,0.0214785214785214,239.0,410.0,0.5829268292682926,0.0,670.0,0.0,1.0124424174793992e-05,0.0,0.0,324.0,0.9418604651162792,90,131,143,0.916083916083916,3831,1.6695828874230156e-05,11,0.0422866092404072,0.0341947272252675,0.6121495327102804,,,,,2.0,,2.0,,,2.0,Safe
